date,All Employees: Management of Companies and Enterprises,state,msa,city,title,id,frequency,seasonal_adjustment
1996-01-01,11.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
1997-01-01,12.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
1998-01-01,11.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
1999-01-01,11.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2000-01-01,10.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2001-01-01,11.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2002-01-01,12.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2003-01-01,12.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2004-01-01,15.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2005-01-01,17.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2006-01-01,18.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2007-01-01,21.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2008-01-01,24.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2009-01-01,26.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2010-01-01,26.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2011-01-01,27.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2012-01-01,30.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2013-01-01,33.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2014-01-01,36.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2015-01-01,40.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2016-01-01,42.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2017-01-01,44.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2018-01-01,47.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2019-01-01,48.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
2020-01-01,45.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston,"All Employees: Management of Companies and Enterprises in Houston-The Woodlands-Sugar Land, TX (MSA)",SMU48264206055000001A,Annual,Not Seasonally Adjusted
1990-01-01,2.1,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
1991-01-01,2.1,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
1992-01-01,2.1,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
1993-01-01,2.8,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
1994-01-01,3.1,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
1995-01-01,3.5,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
1996-01-01,4.2,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
1997-01-01,4.3,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
1998-01-01,4.3,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
1999-01-01,4.2,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2000-01-01,3.9,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2001-01-01,3.0,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2002-01-01,1.6,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2003-01-01,1.6,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2004-01-01,1.8,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2005-01-01,2.0,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2006-01-01,2.3,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2007-01-01,2.6,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2008-01-01,2.9,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2009-01-01,2.8,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2010-01-01,2.4,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2011-01-01,1.9,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2012-01-01,1.8,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2013-01-01,1.9,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2014-01-01,1.9,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2015-01-01,2.2,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2016-01-01,2.2,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2017-01-01,2.2,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2018-01-01,2.3,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2019-01-01,2.3,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
2020-01-01,2.2,NE,"Lincoln, NE",Lincoln,"All Employees: Management of Companies and Enterprises in Lincoln, NE (MSA)",SMU31307006055000001A,Annual,Not Seasonally Adjusted
1990-01-01,97,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1990-02-01,96.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1990-03-01,96.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1990-04-01,96.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1990-05-01,96.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1990-06-01,96,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1990-07-01,96.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1990-08-01,96,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1990-09-01,95.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1990-10-01,96.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1990-11-01,95.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1990-12-01,95.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1991-01-01,95.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1991-02-01,95.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1991-03-01,95.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1991-04-01,96.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1991-05-01,96.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1991-06-01,96.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1991-07-01,97.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1991-08-01,97.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
1991-09-01,98.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Management of Companies and Enterprises in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006055000001SA,Monthly,Seasonally Adjusted
