date,Housing Inventory: Active Listing Count,state,msa,city
2019-08-01,-2.67,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-09-01,-2.22,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-10-01,1.92,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-11-01,-0.65,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-12-01,-3.18,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-01-01,-2.96,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-02-01,0.83,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-03-01,2.32,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-04-01,4.53,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-05-01,-3.72,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-06-01,-10.36,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-07-01,-6.05,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-08-01,-4.21,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-09-01,-6.16,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-10-01,-4.52,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-11-01,-5.4,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-12-01,-1.97,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-01-01,-8.79,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-02-01,-14.14,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-03-01,-15.57,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-04-01,-16.39,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-05-01,-21.79,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-06-01,-5.09,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-07-01,3.97,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-08-01,13.85,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-09-01,5.54,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-10-01,0.58,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-11-01,-2.46,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-07-01,-12.65,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-08-01,-13.63,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-09-01,-32.51,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-10-01,-10.49,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-11-01,-9.49,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2017-12-01,-8.1,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-01-01,-9.29,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-02-01,-10.09,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-03-01,-8.23,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-04-01,-7.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-05-01,-7.4,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-06-01,-6.76,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-07-01,-6.78,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-08-01,-3.81,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-09-01,-4.19,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-10-01,-4.05,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-11-01,-3.19,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2018-12-01,-2.82,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-01-01,-1.27,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-02-01,-0.03,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-03-01,0.15,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-04-01,2.89,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-05-01,3.53,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-06-01,4.29,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-07-01,6.6,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-08-01,3.11,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-09-01,1.65,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-10-01,3.44,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-11-01,2.92,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2019-12-01,0.84,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-01-01,-0.62,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-02-01,-3.62,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-03-01,-4.58,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-04-01,-3.14,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-05-01,-6.49,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-06-01,-15.83,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-07-01,-20.83,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-08-01,-22.08,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-09-01,-25.22,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-10-01,-29.94,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-11-01,-33.3,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2020-12-01,-32.46,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-01-01,-36.52,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-02-01,-45.94,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-03-01,-55.39,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-04-01,-64.32,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-05-01,-71.02,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-06-01,-69.32,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-07-01,-66.04,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-08-01,-59.64,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-09-01,-54.61,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-10-01,-52.19,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2021-11-01,-50.71,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach
2016-07-01,2107.0,NJ,"Trenton-Princeton, NJ",Trenton
2016-08-01,2037.0,NJ,"Trenton-Princeton, NJ",Trenton
2016-09-01,1997.0,NJ,"Trenton-Princeton, NJ",Trenton
2016-10-01,1912.0,NJ,"Trenton-Princeton, NJ",Trenton
2016-11-01,1761.0,NJ,"Trenton-Princeton, NJ",Trenton
2016-12-01,1555.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-01-01,1429.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-02-01,1466.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-03-01,1568.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-04-01,1640.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-05-01,1746.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-06-01,1757.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-07-01,1767.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-08-01,1843.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-09-01,1797.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-10-01,1850.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-11-01,1712.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-12-01,1462.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-01-01,1304.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-02-01,1360.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-03-01,1352.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-04-01,1491.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-05-01,1614.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-06-01,1725.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-07-01,1788.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-08-01,1757.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-09-01,1770.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-10-01,1743.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-11-01,1655.0,NJ,"Trenton-Princeton, NJ",Trenton
2018-12-01,1427.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-01-01,1288.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-02-01,1304.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-03-01,1407.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-04-01,1506.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-05-01,1627.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-06-01,1616.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-07-01,1653.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-08-01,1551.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-09-01,1453.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-10-01,1405.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-11-01,1335.0,NJ,"Trenton-Princeton, NJ",Trenton
2019-12-01,1118.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-01-01,1018.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-02-01,1049.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-03-01,1107.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-04-01,1022.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-05-01,993.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-06-01,996.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-07-01,950.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-08-01,844.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-09-01,781.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-10-01,763.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-11-01,724.0,NJ,"Trenton-Princeton, NJ",Trenton
2020-12-01,624.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-01-01,508.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-02-01,416.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-03-01,453.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-04-01,498.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-05-01,589.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-06-01,746.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-07-01,836.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-08-01,825.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-09-01,774.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-10-01,734.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-11-01,611.0,NJ,"Trenton-Princeton, NJ",Trenton
2017-07-01,0.57,NJ,"Trenton-Princeton, NJ",Trenton
2017-08-01,4.3,NJ,"Trenton-Princeton, NJ",Trenton
2017-09-01,-2.5,NJ,"Trenton-Princeton, NJ",Trenton
2017-10-01,2.95,NJ,"Trenton-Princeton, NJ",Trenton
2017-11-01,-7.46,NJ,"Trenton-Princeton, NJ",Trenton
2017-12-01,-14.6,NJ,"Trenton-Princeton, NJ",Trenton
2018-01-01,-10.81,NJ,"Trenton-Princeton, NJ",Trenton
2018-02-01,4.29,NJ,"Trenton-Princeton, NJ",Trenton
2018-03-01,-0.59,NJ,"Trenton-Princeton, NJ",Trenton
2018-04-01,10.28,NJ,"Trenton-Princeton, NJ",Trenton
2018-05-01,8.25,NJ,"Trenton-Princeton, NJ",Trenton
2018-06-01,6.88,NJ,"Trenton-Princeton, NJ",Trenton
2018-07-01,3.65,NJ,"Trenton-Princeton, NJ",Trenton
2018-08-01,-1.73,NJ,"Trenton-Princeton, NJ",Trenton
2018-09-01,0.74,NJ,"Trenton-Princeton, NJ",Trenton
2018-10-01,-1.53,NJ,"Trenton-Princeton, NJ",Trenton
2018-11-01,-5.05,NJ,"Trenton-Princeton, NJ",Trenton
2018-12-01,-13.78,NJ,"Trenton-Princeton, NJ",Trenton
2019-01-01,-9.74,NJ,"Trenton-Princeton, NJ",Trenton
2019-02-01,1.24,NJ,"Trenton-Princeton, NJ",Trenton
2019-03-01,7.9,NJ,"Trenton-Princeton, NJ",Trenton
2019-04-01,7.04,NJ,"Trenton-Princeton, NJ",Trenton
2019-05-01,8.03,NJ,"Trenton-Princeton, NJ",Trenton
2019-06-01,-0.68,NJ,"Trenton-Princeton, NJ",Trenton
2019-07-01,2.29,NJ,"Trenton-Princeton, NJ",Trenton
2019-08-01,-6.17,NJ,"Trenton-Princeton, NJ",Trenton
2019-09-01,-6.32,NJ,"Trenton-Princeton, NJ",Trenton
2019-10-01,-3.3,NJ,"Trenton-Princeton, NJ",Trenton
2019-11-01,-4.98,NJ,"Trenton-Princeton, NJ",Trenton
2019-12-01,-16.25,NJ,"Trenton-Princeton, NJ",Trenton
2020-01-01,-8.94,NJ,"Trenton-Princeton, NJ",Trenton
2020-02-01,3.05,NJ,"Trenton-Princeton, NJ",Trenton
2020-03-01,5.53,NJ,"Trenton-Princeton, NJ",Trenton
2020-04-01,-7.68,NJ,"Trenton-Princeton, NJ",Trenton
2020-05-01,-2.84,NJ,"Trenton-Princeton, NJ",Trenton
2020-06-01,0.3,NJ,"Trenton-Princeton, NJ",Trenton
2020-07-01,-4.62,NJ,"Trenton-Princeton, NJ",Trenton
2020-08-01,-11.16,NJ,"Trenton-Princeton, NJ",Trenton
2020-09-01,-7.46,NJ,"Trenton-Princeton, NJ",Trenton
2020-10-01,-2.3,NJ,"Trenton-Princeton, NJ",Trenton
2020-11-01,-5.11,NJ,"Trenton-Princeton, NJ",Trenton
2020-12-01,-13.81,NJ,"Trenton-Princeton, NJ",Trenton
2021-01-01,-18.59,NJ,"Trenton-Princeton, NJ",Trenton
2021-02-01,-18.11,NJ,"Trenton-Princeton, NJ",Trenton
2021-03-01,8.89,NJ,"Trenton-Princeton, NJ",Trenton
2021-04-01,9.93,NJ,"Trenton-Princeton, NJ",Trenton
2021-05-01,18.27,NJ,"Trenton-Princeton, NJ",Trenton
2021-06-01,26.66,NJ,"Trenton-Princeton, NJ",Trenton
2021-07-01,12.06,NJ,"Trenton-Princeton, NJ",Trenton
2021-08-01,-1.32,NJ,"Trenton-Princeton, NJ",Trenton
2021-09-01,-6.18,NJ,"Trenton-Princeton, NJ",Trenton
2021-10-01,-5.17,NJ,"Trenton-Princeton, NJ",Trenton
2021-11-01,-16.76,NJ,"Trenton-Princeton, NJ",Trenton
2017-07-01,-16.14,NJ,"Trenton-Princeton, NJ",Trenton
2017-08-01,-9.52,NJ,"Trenton-Princeton, NJ",Trenton
2017-09-01,-10.02,NJ,"Trenton-Princeton, NJ",Trenton
2017-10-01,-3.24,NJ,"Trenton-Princeton, NJ",Trenton
2017-11-01,-2.78,NJ,"Trenton-Princeton, NJ",Trenton
2017-12-01,-5.98,NJ,"Trenton-Princeton, NJ",Trenton
2018-01-01,-8.75,NJ,"Trenton-Princeton, NJ",Trenton
2018-02-01,-7.23,NJ,"Trenton-Princeton, NJ",Trenton
2018-03-01,-13.78,NJ,"Trenton-Princeton, NJ",Trenton
2018-04-01,-9.09,NJ,"Trenton-Princeton, NJ",Trenton
2018-05-01,-7.56,NJ,"Trenton-Princeton, NJ",Trenton
2018-06-01,-1.82,NJ,"Trenton-Princeton, NJ",Trenton
2018-07-01,1.19,NJ,"Trenton-Princeton, NJ",Trenton
2018-08-01,-4.67,NJ,"Trenton-Princeton, NJ",Trenton
2018-09-01,-1.5,NJ,"Trenton-Princeton, NJ",Trenton
2018-10-01,-5.78,NJ,"Trenton-Princeton, NJ",Trenton
2018-11-01,-3.33,NJ,"Trenton-Princeton, NJ",Trenton
2018-12-01,-2.39,NJ,"Trenton-Princeton, NJ",Trenton
2019-01-01,-1.23,NJ,"Trenton-Princeton, NJ",Trenton
2019-02-01,-4.12,NJ,"Trenton-Princeton, NJ",Trenton
2019-03-01,4.07,NJ,"Trenton-Princeton, NJ",Trenton
2019-04-01,1.01,NJ,"Trenton-Princeton, NJ",Trenton
2019-05-01,0.81,NJ,"Trenton-Princeton, NJ",Trenton
2019-06-01,-6.32,NJ,"Trenton-Princeton, NJ",Trenton
2019-07-01,-7.55,NJ,"Trenton-Princeton, NJ",Trenton
2019-08-01,-11.72,NJ,"Trenton-Princeton, NJ",Trenton
2019-09-01,-17.91,NJ,"Trenton-Princeton, NJ",Trenton
2019-10-01,-19.39,NJ,"Trenton-Princeton, NJ",Trenton
2019-11-01,-19.34,NJ,"Trenton-Princeton, NJ",Trenton
2019-12-01,-21.65,NJ,"Trenton-Princeton, NJ",Trenton
2020-01-01,-20.96,NJ,"Trenton-Princeton, NJ",Trenton
2020-02-01,-19.56,NJ,"Trenton-Princeton, NJ",Trenton
2020-03-01,-21.32,NJ,"Trenton-Princeton, NJ",Trenton
2020-04-01,-32.14,NJ,"Trenton-Princeton, NJ",Trenton
2020-05-01,-38.97,NJ,"Trenton-Princeton, NJ",Trenton
2020-06-01,-38.37,NJ,"Trenton-Princeton, NJ",Trenton
2020-07-01,-42.53,NJ,"Trenton-Princeton, NJ",Trenton
2020-08-01,-45.58,NJ,"Trenton-Princeton, NJ",Trenton
2020-09-01,-46.25,NJ,"Trenton-Princeton, NJ",Trenton
2020-10-01,-45.69,NJ,"Trenton-Princeton, NJ",Trenton
2020-11-01,-45.77,NJ,"Trenton-Princeton, NJ",Trenton
2020-12-01,-44.19,NJ,"Trenton-Princeton, NJ",Trenton
2021-01-01,-50.1,NJ,"Trenton-Princeton, NJ",Trenton
2021-02-01,-60.34,NJ,"Trenton-Princeton, NJ",Trenton
2021-03-01,-59.08,NJ,"Trenton-Princeton, NJ",Trenton
2021-04-01,-51.27,NJ,"Trenton-Princeton, NJ",Trenton
2021-05-01,-40.68,NJ,"Trenton-Princeton, NJ",Trenton
2021-06-01,-25.1,NJ,"Trenton-Princeton, NJ",Trenton
2021-07-01,-12.0,NJ,"Trenton-Princeton, NJ",Trenton
2021-08-01,-2.25,NJ,"Trenton-Princeton, NJ",Trenton
2021-09-01,-0.9,NJ,"Trenton-Princeton, NJ",Trenton
2021-10-01,-3.8,NJ,"Trenton-Princeton, NJ",Trenton
2021-11-01,-15.61,NJ,"Trenton-Princeton, NJ",Trenton
2016-07-01,700.0,NE,"Lincoln, NE",Lincoln
2016-08-01,742.0,NE,"Lincoln, NE",Lincoln
2016-09-01,736.0,NE,"Lincoln, NE",Lincoln
2016-10-01,804.0,NE,"Lincoln, NE",Lincoln
2016-11-01,795.0,NE,"Lincoln, NE",Lincoln
2016-12-01,693.0,NE,"Lincoln, NE",Lincoln
2017-01-01,637.0,NE,"Lincoln, NE",Lincoln
2017-02-01,605.0,NE,"Lincoln, NE",Lincoln
2017-03-01,588.0,NE,"Lincoln, NE",Lincoln
2017-04-01,553.0,NE,"Lincoln, NE",Lincoln
2017-05-01,573.0,NE,"Lincoln, NE",Lincoln
2017-06-01,612.0,NE,"Lincoln, NE",Lincoln
2017-07-01,679.0,NE,"Lincoln, NE",Lincoln
2017-08-01,738.0,NE,"Lincoln, NE",Lincoln
2017-09-01,764.0,NE,"Lincoln, NE",Lincoln
2017-10-01,763.0,NE,"Lincoln, NE",Lincoln
2017-11-01,747.0,NE,"Lincoln, NE",Lincoln
2017-12-01,700.0,NE,"Lincoln, NE",Lincoln
2018-01-01,653.0,NE,"Lincoln, NE",Lincoln
2018-02-01,619.0,NE,"Lincoln, NE",Lincoln
2018-03-01,596.0,NE,"Lincoln, NE",Lincoln
2018-04-01,624.0,NE,"Lincoln, NE",Lincoln
2018-05-01,677.0,NE,"Lincoln, NE",Lincoln
2018-06-01,717.0,NE,"Lincoln, NE",Lincoln
2018-07-01,803.0,NE,"Lincoln, NE",Lincoln
2018-08-01,866.0,NE,"Lincoln, NE",Lincoln
2018-09-01,882.0,NE,"Lincoln, NE",Lincoln
2018-10-01,951.0,NE,"Lincoln, NE",Lincoln
2018-11-01,997.0,NE,"Lincoln, NE",Lincoln
2018-12-01,901.0,NE,"Lincoln, NE",Lincoln
2019-01-01,808.0,NE,"Lincoln, NE",Lincoln
2019-02-01,761.0,NE,"Lincoln, NE",Lincoln
2019-03-01,1092.0,NE,"Lincoln, NE",Lincoln
2019-04-01,689.0,NE,"Lincoln, NE",Lincoln
2019-05-01,846.0,NE,"Lincoln, NE",Lincoln
2019-06-01,800.0,NE,"Lincoln, NE",Lincoln
2019-07-01,781.0,NE,"Lincoln, NE",Lincoln
2019-08-01,838.0,NE,"Lincoln, NE",Lincoln
2019-09-01,912.0,NE,"Lincoln, NE",Lincoln
2019-10-01,925.0,NE,"Lincoln, NE",Lincoln
2019-11-01,858.0,NE,"Lincoln, NE",Lincoln
2019-12-01,786.0,NE,"Lincoln, NE",Lincoln
2020-01-01,679.0,NE,"Lincoln, NE",Lincoln
2020-02-01,607.0,NE,"Lincoln, NE",Lincoln
2020-03-01,637.0,NE,"Lincoln, NE",Lincoln
2020-04-01,699.0,NE,"Lincoln, NE",Lincoln
2020-05-01,668.0,NE,"Lincoln, NE",Lincoln
2020-06-01,543.0,NE,"Lincoln, NE",Lincoln
2020-07-01,505.0,NE,"Lincoln, NE",Lincoln
2020-08-01,476.0,NE,"Lincoln, NE",Lincoln
2020-09-01,460.0,NE,"Lincoln, NE",Lincoln
2020-10-01,452.0,NE,"Lincoln, NE",Lincoln
2020-11-01,470.0,NE,"Lincoln, NE",Lincoln
2020-12-01,450.0,NE,"Lincoln, NE",Lincoln
2021-01-01,394.0,NE,"Lincoln, NE",Lincoln
2021-02-01,360.0,NE,"Lincoln, NE",Lincoln
2021-03-01,373.0,NE,"Lincoln, NE",Lincoln
2021-04-01,367.0,NE,"Lincoln, NE",Lincoln
2021-05-01,370.0,NE,"Lincoln, NE",Lincoln
2021-06-01,399.0,NE,"Lincoln, NE",Lincoln
2021-07-01,419.0,NE,"Lincoln, NE",Lincoln
2021-08-01,422.0,NE,"Lincoln, NE",Lincoln
2021-09-01,437.0,NE,"Lincoln, NE",Lincoln
2021-10-01,489.0,NE,"Lincoln, NE",Lincoln
2021-11-01,496.0,NE,"Lincoln, NE",Lincoln
2017-07-01,10.95,NE,"Lincoln, NE",Lincoln
2017-08-01,8.69,NE,"Lincoln, NE",Lincoln
2017-09-01,3.52,NE,"Lincoln, NE",Lincoln
2017-10-01,-0.13,NE,"Lincoln, NE",Lincoln
2017-11-01,-2.1,NE,"Lincoln, NE",Lincoln
2017-12-01,-6.29,NE,"Lincoln, NE",Lincoln
2018-01-01,-6.71,NE,"Lincoln, NE",Lincoln
2018-02-01,-5.21,NE,"Lincoln, NE",Lincoln
2018-03-01,-3.72,NE,"Lincoln, NE",Lincoln
2018-04-01,4.7,NE,"Lincoln, NE",Lincoln
2018-05-01,8.49,NE,"Lincoln, NE",Lincoln
2018-06-01,5.91,NE,"Lincoln, NE",Lincoln
2018-07-01,11.99,NE,"Lincoln, NE",Lincoln
2018-08-01,7.85,NE,"Lincoln, NE",Lincoln
2018-09-01,1.85,NE,"Lincoln, NE",Lincoln
2018-10-01,7.82,NE,"Lincoln, NE",Lincoln
2018-11-01,4.84,NE,"Lincoln, NE",Lincoln
2018-12-01,-9.63,NE,"Lincoln, NE",Lincoln
2019-01-01,-10.32,NE,"Lincoln, NE",Lincoln
2019-02-01,-5.82,NE,"Lincoln, NE",Lincoln
2019-03-01,43.5,NE,"Lincoln, NE",Lincoln
2019-04-01,-36.9,NE,"Lincoln, NE",Lincoln
2019-05-01,22.79,NE,"Lincoln, NE",Lincoln
2019-06-01,-5.44,NE,"Lincoln, NE",Lincoln
2019-07-01,-2.38,NE,"Lincoln, NE",Lincoln
2019-08-01,7.3,NE,"Lincoln, NE",Lincoln
2019-09-01,8.83,NE,"Lincoln, NE",Lincoln
2019-10-01,1.43,NE,"Lincoln, NE",Lincoln
2019-11-01,-7.24,NE,"Lincoln, NE",Lincoln
2019-12-01,-8.39,NE,"Lincoln, NE",Lincoln
2020-01-01,-13.61,NE,"Lincoln, NE",Lincoln
2020-02-01,-10.6,NE,"Lincoln, NE",Lincoln
2020-03-01,4.94,NE,"Lincoln, NE",Lincoln
2020-04-01,9.73,NE,"Lincoln, NE",Lincoln
2020-05-01,-4.43,NE,"Lincoln, NE",Lincoln
2020-06-01,-18.71,NE,"Lincoln, NE",Lincoln
2020-07-01,-7.0,NE,"Lincoln, NE",Lincoln
2020-08-01,-5.74,NE,"Lincoln, NE",Lincoln
2020-09-01,-3.36,NE,"Lincoln, NE",Lincoln
2020-10-01,-1.74,NE,"Lincoln, NE",Lincoln
2020-11-01,3.98,NE,"Lincoln, NE",Lincoln
2020-12-01,-4.26,NE,"Lincoln, NE",Lincoln
2021-01-01,-12.44,NE,"Lincoln, NE",Lincoln
2021-02-01,-8.63,NE,"Lincoln, NE",Lincoln
2021-03-01,3.61,NE,"Lincoln, NE",Lincoln
2021-04-01,-1.61,NE,"Lincoln, NE",Lincoln
2021-05-01,0.82,NE,"Lincoln, NE",Lincoln
2021-06-01,7.84,NE,"Lincoln, NE",Lincoln
2021-07-01,5.01,NE,"Lincoln, NE",Lincoln
2021-08-01,0.72,NE,"Lincoln, NE",Lincoln
2021-09-01,3.55,NE,"Lincoln, NE",Lincoln
