date,Housing Inventory: Median Days on Market Month-Over-Month,state,msa,city,title,id,frequency,seasonal_adjustment
2019-09-01,9.8039216,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2019-10-01,0.8928571,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2019-11-01,4.4247788,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2019-12-01,9.3220339,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-01-01,4.6511628,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-02-01,-15.5555556,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-03-01,-20.1754386,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-04-01,8.7912088,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-05-01,11.1111111,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-06-01,-12.7272727,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-07-01,-2.0833333,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-08-01,-2.1276596,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-09-01,0.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-10-01,4.3478261,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-11-01,3.125,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2020-12-01,5.0505051,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2021-01-01,1.9230769,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2021-02-01,-18.8679245,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2021-03-01,-5.8139535,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2021-04-01,-18.5185185,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2021-05-01,-6.0606061,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2021-06-01,-6.4516129,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2021-07-01,1.7241379,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2021-08-01,5.0847458,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2021-09-01,14.516129,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2021-10-01,4.2253521,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2021-11-01,5.4054054,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"Housing Inventory: Median Days on Market Month-Over-Month in Dallas-Fort Worth-Arlington, TX (CBSA)",MEDDAYONMARMM19100,Monthly,Not Seasonally Adjusted
2017-07-01,2.7777778,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2017-08-01,2.7027027,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2017-09-01,15.7894737,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2017-10-01,4.5454545,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2017-11-01,11.9565217,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2017-12-01,16.5048544,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-01-01,10.8333333,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-02-01,-3.7593985,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-03-01,-21.875,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-04-01,-23.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-05-01,-6.4935065,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-06-01,0.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-07-01,2.7777778,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-08-01,-1.3513514,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-09-01,9.5890411,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-10-01,11.25,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-11-01,5.6179775,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2018-12-01,23.4042553,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-01-01,11.2068966,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-02-01,-2.3255814,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-03-01,-19.047619,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-04-01,-26.4705882,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-05-01,-5.3333333,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-06-01,1.4084507,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-07-01,2.7777778,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-08-01,5.4054054,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-09-01,16.6666667,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-10-01,0.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-11-01,9.8901099,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2019-12-01,23.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-01-01,10.5691057,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-02-01,-13.2352941,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-03-01,-18.6440678,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-04-01,23.9583333,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-05-01,12.605042,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-06-01,-42.5373134,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-07-01,-1.2987013,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-08-01,-5.2631579,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-09-01,2.7777778,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-10-01,0.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-11-01,12.1621622,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2020-12-01,22.8915663,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2021-01-01,9.8039216,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2021-02-01,-19.6428571,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2021-03-01,-25.5555556,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2021-04-01,-25.3731343,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2021-05-01,-12.0,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2021-06-01,-6.8181818,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2021-07-01,12.195122,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2021-08-01,6.5217391,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2021-09-01,22.4489796,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2021-10-01,6.6666667,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2021-11-01,10.9375,MI,"Detroit-Warren-Dearborn, MI",Detroit,"Housing Inventory: Median Days on Market Month-Over-Month in Detroit-Warren-Dearborn, MI (CBSA)",MEDDAYONMARMM19820,Monthly,Not Seasonally Adjusted
2017-07-01,9.4017094,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2017-08-01,3.90625,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2017-09-01,6.7669173,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2017-10-01,2.8169014,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2017-11-01,-11.6438356,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2017-12-01,5.4263566,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-01-01,17.6470588,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-02-01,-3.75,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-03-01,-24.6753247,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-04-01,0.862069,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-05-01,-2.5641026,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-06-01,15.7894737,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-07-01,12.1212121,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-08-01,-0.6756757,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-09-01,-2.0408163,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-10-01,9.0277778,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-11-01,6.3694268,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2018-12-01,6.5868263,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-01-01,3.3707865,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-02-01,-15.2173913,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-03-01,0.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-04-01,-5.7692308,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-05-01,-5.4421769,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-06-01,0.7194245,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-07-01,7.8571429,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-08-01,4.6357616,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-09-01,0.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-10-01,-1.8987342,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-11-01,-8.3870968,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2019-12-01,2.8169014,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2020-01-01,2.739726,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2020-02-01,-5.3333333,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2020-03-01,-25.3521127,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2020-04-01,8.490566,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2020-05-01,21.7391304,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2020-06-01,10.0,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2020-07-01,-23.3766234,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2020-08-01,-3.3898305,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
2020-09-01,-12.2807018,GA,"Gainesville, GA",Gainesville,"Housing Inventory: Median Days on Market Month-Over-Month in Gainesville, GA (CBSA)",MEDDAYONMARMM23580,Monthly,Not Seasonally Adjusted
