date,All Employees: Information: Telecommunications,state,msa,city,title,id,frequency,seasonal_adjustment
1994-04-01,32.9105329944773,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1994-05-01,33.0679082909329,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1994-06-01,33.4517201375862,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1994-07-01,34.7211913159705,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1994-08-01,34.5880872548198,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1994-09-01,34.602958333396,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1994-10-01,35.4117183204035,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1994-11-01,36.138285213976395,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1994-12-01,36.8856042050778,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-01-01,38.19169836120071,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-02-01,39.448593197967796,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-03-01,39.471051989061706,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-04-01,39.6670232078303,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-05-01,39.590270034488796,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-06-01,39.5198336587536,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-07-01,39.163841689478396,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-08-01,39.9473119381281,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-09-01,39.8473045625417,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-10-01,40.1429091106027,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-11-01,40.410381598034704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1995-12-01,41.055181676291795,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-01-01,38.8406686901668,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-02-01,39.2999741356205,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-03-01,40.1634570209437,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-04-01,41.7706566057007,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-05-01,42.4512618943454,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-06-01,42.996769634752596,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-07-01,43.819124091301696,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-08-01,44.067092961681006,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-09-01,44.95800916603989,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-10-01,47.598636879549105,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-11-01,48.4440765796743,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1996-12-01,49.293452802691796,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-01-01,49.501494636032106,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-02-01,50.27432627428001,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-03-01,50.878197603280704,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-04-01,51.097388890605096,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-05-01,51.697583736613,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-06-01,52.768332310322,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-07-01,52.957742491609004,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-08-01,53.6888851930693,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-09-01,54.2616769438452,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-10-01,54.8976063363081,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-11-01,55.519233731960604,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1997-12-01,55.037925070042,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-01-01,55.6416663801087,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-02-01,55.4643712959873,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-03-01,55.0526811835271,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-04-01,55.794023647356795,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-05-01,56.310266770375,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-06-01,56.6394257475843,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-07-01,57.4121701137067,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-08-01,57.6849499442724,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-09-01,57.9235621952616,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-10-01,58.041019470329104,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-11-01,58.4969267532415,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1998-12-01,58.8651688601032,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-01-01,58.343652137172796,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-02-01,58.7558375977595,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-03-01,58.5113409450165,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-04-01,58.945135267782796,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-05-01,59.331446342891596,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-06-01,59.3401580989178,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-07-01,58.8458441998158,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-08-01,59.166394260131,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-09-01,59.4873276403646,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-10-01,60.25835342819529,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-11-01,60.41037945953261,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
1999-12-01,61.3249510169557,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2000-01-01,61.5052383256398,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2000-02-01,62.82059289209,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
2000-03-01,63.5238219625908,TX,"Dallas-Fort Worth-Arlington, TX",Dallas,"All Employees: Information: Telecommunications in Dallas-Fort Worth-Arlington, TX (MSA)",SMU48191005051700001SA,Monthly,Seasonally Adjusted
