id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,msa,city,state
ATLA013MFG,2021-12-11,2021-12-11,"All Employees: Manufacturing in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:39:35-06,1,2,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/ATLA013MFGN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013MFGN,2021-12-11,2021-12-11,"All Employees: Manufacturing in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:30:25-06,1,2,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013NA,2021-12-11,2021-12-11,"All Employees: Total Nonfarm in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 14:52:02-06,16,19,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013NAN,2021-12-11,2021-12-11,"All Employees: Total Nonfarm in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:47:04-06,6,19,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013PBSV,2021-12-11,2021-12-11,"All Employees: Professional and Business Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:39:34-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/ATLA013PBSVN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013PBSVN,2021-12-11,2021-12-11,"All Employees: Professional and Business Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:30:25-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013PCPI,2021-12-11,2021-12-11,"Per Capita Personal Income in Atlanta-Sandy Springs-Roswell, GA (MSA)",1969-01-01,2020-01-01,Annual,A,Dollars,$,Not Seasonally Adjusted,NSA,2021-11-16 07:38:02-06,17,17,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013SRVO,2021-12-11,2021-12-11,"All Employees: Other Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:39:34-06,1,1,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/ATLA013SRVON).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013SRVON,2021-12-11,2021-12-11,"All Employees: Other Services in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:30:25-06,1,1,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013TRAD,2021-12-11,2021-12-11,"All Employees: Trade, Transportation, and Utilities in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:39:34-06,1,2,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/ATLA013TRADN).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013TRADN,2021-12-11,2021-12-11,"All Employees: Trade, Transportation, and Utilities in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:30:25-06,1,2,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013UR,2021-12-11,2021-12-11,"Unemployment Rate in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2021-12-02 13:11:08-06,6,34,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLA013URN,2021-12-11,2021-12-11,"Unemployment Rate in Atlanta-Sandy Springs-Roswell, GA (MSA)",1990-01-01,2021-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-02 10:20:02-06,33,34,,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLAGRIDX,2021-12-11,2021-12-11,"Economic Conditions Index for Atlanta-Sandy Springs-Marietta, GA (MSA) (DISCONTINUED)",1990-02-01,2019-12-01,Monthly,M,Percent,%,Seasonally Adjusted Annual Rate,SAAR,2020-04-14 16:28:06-05,2,2,"The economic activity index measures average economic growth in the metropolitan area. It is computed using a dynamic factor model that includes 12 variables measuring various aspects of economic activity in the MSA. The index is calibrated to Gross Metropolitan Product (GMP) growth and variance to allow for comparison across metro areas.

For additional details, see Arias, M.A., C.S. Gascon and D.E. Rapach (2016), “Metro Business Cycles,” Journal of Urban Economics 94, 90-108, http://www.sciencedirect.com/science/article/pii/S009411901630016X.
Federal Reserve Bank of St. Louis Working Paper 2014-046C, https://research.stlouisfed.org/wp/more/2014-046.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATLPOP,2021-12-11,2021-12-11,"Resident Population in Atlanta-Sandy Springs-Roswell, GA (MSA)",2000-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-05-05 14:46:02-05,31,31,All observations are July 1 estimates of each year.,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATNHPIUS12060Q,2021-12-11,2021-12-11,"All-Transactions House Price Index for Atlanta-Sandy Springs-Alpharetta, GA (MSA)",1975-10-01,2021-07-01,Quarterly,Q,Index 1995:Q1=100,Index 1995:Q1=100,Not Seasonally Adjusted,NSA,2021-11-30 09:03:11-06,31,31,Estimated using sales prices and appraisal data.,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATXRHTNSA,2021-12-11,2021-12-11,"Home Price Index (High Tier) for Atlanta, Georgia",1991-01-01,2021-09-01,Monthly,M,Index Jan 2000=100,Index Jan 2000=100,Not Seasonally Adjusted,NSA,2021-11-30 08:02:44-06,9,10,"For more information regarding the index, please visit Standard & Poor's (https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-corelogic-cs-home-price-indices.pdf). There is more information about home price sales pairs in the Methodology section. Copyright, 2016, Standard & Poor's Financial Services LLC. Reprinted with permission.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATXRHTSA,2021-12-11,2021-12-11,"Home Price Index (High Tier) for Atlanta, Georgia",1991-01-01,2021-09-01,Monthly,M,Index Jan 2000=100,Index Jan 2000=100,Seasonally Adjusted,SA,2021-11-30 08:02:53-06,3,10,"For more information regarding the index, please visit Standard & Poor's (https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-corelogic-cs-home-price-indices.pdf). There is more information about home price sales pairs in the Methodology section. Copyright, 2016, Standard & Poor's Financial Services LLC. Reprinted with permission.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATXRLTNSA,2021-12-11,2021-12-11,"Home Price Index (Low Tier) for Atlanta, Georgia",1991-01-01,2021-09-01,Monthly,M,Index Jan 2000=100,Index Jan 2000=100,Not Seasonally Adjusted,NSA,2021-11-30 08:03:34-06,1,6,"For more information regarding the index, please visit Standard & Poor's (https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-corelogic-cs-home-price-indices.pdf). There is more information about home price sales pairs in the Methodology section. Copyright, 2016, Standard & Poor's Financial Services LLC. Reprinted with permission.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATXRLTSA,2021-12-11,2021-12-11,"Home Price Index (Low Tier) for Atlanta, Georgia",1991-01-01,2021-09-01,Monthly,M,Index Jan 2000=100,Index Jan 2000=100,Seasonally Adjusted,SA,2021-11-30 08:03:19-06,6,6,"For more information regarding the index, please visit Standard & Poor's (https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-corelogic-cs-home-price-indices.pdf). There is more information about home price sales pairs in the Methodology section. Copyright, 2016, Standard & Poor's Financial Services LLC. Reprinted with permission.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATXRMTNSA,2021-12-11,2021-12-11,"Home Price Index (Middle Tier) for Atlanta, Georgia",1991-01-01,2021-09-01,Monthly,M,Index Jan 2000=100,Index Jan 2000=100,Not Seasonally Adjusted,NSA,2021-11-30 08:03:34-06,2,4,"For more information regarding the index, please visit Standard & Poor's (https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-corelogic-cs-home-price-indices.pdf). There is more information about home price sales pairs in the Methodology section. Copyright, 2016, Standard & Poor's Financial Services LLC. Reprinted with permission.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATXRMTSA,2021-12-11,2021-12-11,"Home Price Index (Middle Tier) for Atlanta, Georgia",1991-01-01,2021-09-01,Monthly,M,Index Jan 2000=100,Index Jan 2000=100,Seasonally Adjusted,SA,2021-11-30 08:03:25-06,3,4,"For more information regarding the index, please visit Standard & Poor's (https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-corelogic-cs-home-price-indices.pdf). There is more information about home price sales pairs in the Methodology section. Copyright, 2016, Standard & Poor's Financial Services LLC. Reprinted with permission.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
ATXRPSNSA,2021-12-11,2021-12-11,"Home Price Sales Pair Counts for Atlanta, Georgia",1991-01-01,2021-09-01,Monthly,M,Units,Units,Not Seasonally Adjusted,NSA,2021-11-30 08:03:33-06,4,4,"For more information regarding the index, please visit Standard & Poor's (https://www.spglobal.com/spdji/en/documents/methodologies/methodology-sp-corelogic-cs-home-price-indices.pdf). There is more information about home price sales pairs in the Methodology section. Copyright, 2016, Standard & Poor's Financial Services LLC. Reprinted with permission.","Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
AVELISPRI12060,2021-12-11,2021-12-11,"Housing Inventory: Average Listing Price in Atlanta-Sandy Springs-Roswell, GA (CBSA)",2016-07-01,2021-11-01,Monthly,M,U.S. Dollars,U.S. $,Not Seasonally Adjusted,NSA,2021-12-06 16:47:20-06,2,2,The average listing price in a given market during the specified month.,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,GA
