date,Average Hourly Earnings of All Employees: Total Private,state,msa,city,title,id,frequency,seasonal_adjustment
2007-11-01,22.5136910475687,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2007-12-01,23.182385973684102,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-01-01,24.720334644383396,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-02-01,24.7032881258236,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-03-01,24.6553196903908,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-04-01,24.455805662568398,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-05-01,24.5989852987,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-06-01,24.727099610045098,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-07-01,24.9164800835151,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-08-01,24.6578491566861,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-09-01,24.6955127417943,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-10-01,24.595742917924102,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-11-01,24.930179521620303,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2008-12-01,24.6484655478016,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-01-01,24.6660539183748,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-02-01,24.6400271683971,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-03-01,24.6453287203654,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-04-01,24.428625410002397,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-05-01,24.2362742872151,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-06-01,24.158803986054398,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-07-01,23.9768443995291,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-08-01,24.301156979010802,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-09-01,23.7279969361939,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-10-01,23.674319157915896,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-11-01,23.9123044902985,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2009-12-01,23.9599302098385,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-01-01,23.838315130049896,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-02-01,23.9102225526962,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-03-01,23.957764544738602,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-04-01,24.0672847375675,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-05-01,24.2586754334861,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-06-01,23.875666915310003,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-07-01,23.908000689318598,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-08-01,24.1863213758961,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-09-01,24.030057146685902,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-10-01,24.1230860164932,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-11-01,23.8873287418511,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2010-12-01,23.818740815157298,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-01-01,24.860294408638897,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-02-01,23.9838828331133,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-03-01,24.032922927312303,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-04-01,24.296385044471002,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-05-01,24.3929513720404,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-06-01,24.304928497944797,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-07-01,24.3603115070427,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-08-01,24.2607772409977,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-09-01,24.2055499537611,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-10-01,24.46692960537,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-11-01,24.081967545047497,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2011-12-01,23.9609885631351,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-01-01,24.0797353952458,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-02-01,23.671176400837897,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-03-01,23.8367847063558,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-04-01,24.2729566724363,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-05-01,23.855642410462398,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-06-01,23.840605377947696,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-07-01,24.261790373459302,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-08-01,23.977956354605,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-09-01,24.282783839459896,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-10-01,24.1197940982055,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-11-01,24.305127193737,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2012-12-01,24.5942180562354,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-01-01,24.503789523589695,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-02-01,24.571184689720898,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-03-01,24.579115139120397,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-04-01,24.7126722594585,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-05-01,24.790328578606,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-06-01,24.9759720114997,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-07-01,24.673758069248,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-08-01,24.797953749753297,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-09-01,25.158592094676102,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-10-01,24.9757265335458,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-11-01,25.0288239244837,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2013-12-01,25.329104637996696,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-01-01,25.152634844194104,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-02-01,25.8769820956037,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-03-01,25.297184994272598,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-04-01,25.2629352388232,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-05-01,25.3503482907999,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-06-01,25.724222677708898,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-07-01,25.6958950862838,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-08-01,25.826115268336302,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-09-01,25.7122982720329,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-10-01,25.744453196118698,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-11-01,26.140881290089602,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2014-12-01,25.793494992128,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-01-01,25.9675065123809,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-02-01,26.2607891238332,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-03-01,26.283739807247702,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-04-01,26.1109212530596,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-05-01,26.136646986230502,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-06-01,25.9837601440463,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-07-01,26.0836891522425,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-08-01,26.3870929691883,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-09-01,26.1793706186941,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-10-01,26.254343805420397,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-11-01,26.6106197274506,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2015-12-01,26.5285436969246,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2016-01-01,26.6257937486869,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
2016-02-01,26.5957024334752,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Atlanta,"Average Hourly Earnings of All Employees: Total Private in Atlanta-Sandy Springs-Roswell, GA (MSA)",SMU13120600500000003SA,Monthly,Seasonally Adjusted
